metric,n_correct,mean_correct,std_correct,n_incorrect,mean_incorrect,std_incorrect
word_entropy,4887,2.440310298911145,0.5059184330131589,2645,2.1200701075702564,0.8485901488368489
cross_entropy,4887,1.5953931922648041,0.711677421346305,2645,1.2819407538697682,0.8478953084469358
sentence_importance_entropy,4887,1.6464502756150925,0.7241661675934703,2645,1.3135850196637369,0.8656580480229705
sentence_importance_max,4887,0.3921011435380615,0.21388253747859218,2645,0.47289862833593205,0.2891787869585949
