topk,num_examples,accuracy,agreement_with_baseline,avg_pred_confidence
1,7532,0.6483005841741901,0.9907063197026023,0.7447327311470733
3,7532,0.6492299522039299,0.9970791290493892,0.7455728771961312
5,7532,0.6488316516197558,1.0,0.7459843180246702
10,7532,0.6485661178969729,0.9949548592671269,0.7466081491633418
20,7532,0.6488316516197558,0.9901752522570366,0.7475419837112953
50,7532,0.6488316516197558,0.983271375464684,0.7485848450622721
